Composition,
Date Added,2004-05-20
Formula,
Grain Size Description,<45.0um
Grain Size,"(0.0, 45.0)"
Locality,Synthetic 
Minimum Wavelength,300
Sample Name,Fo 20
Maximum Wavelength,49859
Database of Origin,RELAB
Other Information,Olivine
References,"Dyar, M. D. et al. (2009) American Mineralogist, 94, 883-898."
Resolution,4.0
Material class,Synthetic
Sample Description,"See Dyar, M. D. et al. (2009) American Mineralogist, 94, 883-898."
Sample ID,BKR1DD044
Original Sample ID,DD-MDD-044
Viewing Geometry,unknown
Wavelength,Response
300.0,0.04099
305.0,0.0419
310.0,0.04094
315.0,0.04102
320.0,0.0424
325.0,0.04347
330.0,0.04482
335.0,0.04671
340.0,0.04848
345.0,0.05165
350.0,0.05463
355.0,0.05894
360.0,0.06349
365.0,0.06909
370.0,0.07526
375.0,0.08148
380.0,0.08739
385.0,0.09335
390.0,0.09924
395.0,0.10552
400.0,0.11127
405.0,0.11508
410.0,0.12172
415.0,0.12773
420.0,0.13362
425.0,0.13947
430.0,0.14544
435.0,0.15106
440.0,0.15617
445.0,0.1598
450.0,0.16232
455.0,0.1664
460.0,0.17202
465.0,0.17861
470.0,0.18401
475.0,0.19097
480.0,0.19897
485.0,0.20491
490.0,0.2098
495.0,0.21344
500.0,0.21875
505.0,0.22611
510.0,0.23268
515.0,0.23782
520.0,0.24283
525.0,0.24713
530.0,0.25137
535.0,0.25634
540.0,0.26153
545.0,0.26638
550.0,0.27094
555.0,0.27437
560.0,0.27808
565.0,0.28155
570.0,0.28507
575.0,0.2876
580.0,0.29047
585.0,0.29294
590.0,0.29513
595.0,0.29777
600.0,0.29952
605.0,0.30191
610.0,0.30341
615.0,0.30499
620.0,0.30722
625.0,0.30921
630.0,0.31157
635.0,0.31408
640.0,0.31672
645.0,0.31917
650.0,0.3217
655.0,0.32371
660.0,0.32567
665.0,0.32757
670.0,0.32891
675.0,0.33018
680.0,0.33163
685.0,0.33282
690.0,0.33362
695.0,0.33494
700.0,0.33517
705.0,0.33595
710.0,0.33628
715.0,0.33701
720.0,0.33681
725.0,0.33642
730.0,0.33691
735.0,0.33695
740.0,0.33646
745.0,0.33627
750.0,0.33615
755.0,0.33533
760.0,0.335
765.0,0.33344
770.0,0.33247
775.0,0.33121
780.0,0.32967
785.0,0.3283
790.0,0.32635
795.0,0.32458
800.0,0.32247
805.0,0.31953
810.0,0.31725
815.0,0.31478
820.0,0.31266
825.0,0.31016
830.0,0.30815
835.0,0.30556
840.0,0.30264
845.0,0.30108
850.0,0.29814
855.0,0.2955
860.0,0.2929
865.0,0.29196
870.0,0.28913
875.0,0.28669
880.0,0.28492
885.0,0.28352
890.0,0.28125
895.0,0.27906
900.0,0.27718
905.0,0.27739
910.0,0.27457
915.0,0.27244
920.0,0.27086
925.0,0.26828
930.0,0.26628
935.0,0.26493
940.0,0.26242
945.0,0.26059
950.0,0.25834
955.0,0.25637
960.0,0.25459
965.0,0.25227
970.0,0.24941
975.0,0.24803
980.0,0.24463
985.0,0.2424
990.0,0.24037
995.0,0.2382
1000.0,0.23617
1005.0,0.23351
1010.0,0.23152
1015.0,0.22961
1020.0,0.22803
1025.0,0.22571
1030.0,0.22381
1035.0,0.22268
1040.0,0.22094
1045.0,0.21973
1050.0,0.2186
1055.0,0.21739
1060.0,0.2171
1065.0,0.21676
1070.0,0.21588
1075.0,0.21604
1080.0,0.21652
1085.0,0.2164
1090.0,0.21726
1095.0,0.21787
1100.0,0.21866
