Composition,
Date Added,2004-05-20
Formula,
Grain Size Description,<45.0um
Grain Size,(0.0 - 45.0)
Locality,Synthetic 
Minimum Wavelength,300
Sample Name,Fo 30
Maximum Wavelength,49859
Database of Origin,RELAB
Other Information,Olivine
References,"Dyar, M. D. et al. (2009) American Mineralogist, 94, 883-898."
Resolution,4.0
Material class,Mineral
Sample Description,"See Dyar, M. D. et al. (2009) American Mineralogist, 94, 883-898."
Sample ID,BKR1DD043
Original Sample ID,DD-MDD-043
Viewing Geometry,Unknown
Wavelength,Response
300.0,0.03837
305.0,0.04021
310.0,0.03797
315.0,0.03924
320.0,0.03971
325.0,0.04058
330.0,0.04219
335.0,0.04226
340.0,0.04339
345.0,0.04473
350.0,0.0463
355.0,0.04805
360.0,0.0501
365.0,0.05187
370.0,0.05408
375.0,0.05616
380.0,0.05846
385.0,0.06044
390.0,0.06256
395.0,0.06504
400.0,0.06674
405.0,0.06811
410.0,0.07035
415.0,0.073
420.0,0.07596
425.0,0.07916
430.0,0.08238
435.0,0.08521
440.0,0.08778
445.0,0.08971
450.0,0.09138
455.0,0.09423
460.0,0.09735
465.0,0.10126
470.0,0.10476
475.0,0.10891
480.0,0.11339
485.0,0.11739
490.0,0.12091
495.0,0.12389
500.0,0.12736
505.0,0.13168
510.0,0.13544
515.0,0.13857
520.0,0.14178
525.0,0.14478
530.0,0.14778
535.0,0.15156
540.0,0.15561
545.0,0.15977
550.0,0.16413
555.0,0.16757
560.0,0.17197
565.0,0.17577
570.0,0.17949
575.0,0.18298
580.0,0.18604
585.0,0.18895
590.0,0.19163
595.0,0.19406
600.0,0.19625
605.0,0.19817
610.0,0.20019
615.0,0.2023
620.0,0.2044
625.0,0.20648
630.0,0.2086
635.0,0.21066
640.0,0.21304
645.0,0.21535
650.0,0.21765
655.0,0.21997
660.0,0.2221
665.0,0.2243
670.0,0.22656
675.0,0.22872
680.0,0.2307
685.0,0.2329
690.0,0.23492
695.0,0.23728
700.0,0.23913
705.0,0.2412
710.0,0.24292
715.0,0.24526
720.0,0.2468
725.0,0.25053
730.0,0.2523
735.0,0.25424
740.0,0.25588
745.0,0.25745
750.0,0.25935
755.0,0.26062
760.0,0.26248
765.0,0.26347
770.0,0.26473
775.0,0.26554
780.0,0.2662
785.0,0.2671
790.0,0.26738
795.0,0.26794
800.0,0.26907
805.0,0.26838
810.0,0.26822
815.0,0.26693
820.0,0.26669
825.0,0.26615
830.0,0.26517
835.0,0.26481
840.0,0.26352
845.0,0.26274
850.0,0.26165
855.0,0.25964
860.0,0.25848
865.0,0.25736
870.0,0.25632
875.0,0.25441
880.0,0.2534
885.0,0.25215
890.0,0.25134
895.0,0.24964
900.0,0.2492
905.0,0.24712
910.0,0.24601
915.0,0.24446
920.0,0.24325
925.0,0.24175
930.0,0.24116
935.0,0.23904
940.0,0.23768
945.0,0.23648
950.0,0.23488
955.0,0.23483
960.0,0.23275
965.0,0.23147
970.0,0.23046
975.0,0.2281
980.0,0.2258
985.0,0.22396
990.0,0.22219
995.0,0.22039
1000.0,0.21832
1005.0,0.21677
1010.0,0.21494
1015.0,0.2132
1020.0,0.21131
1025.0,0.2098
1030.0,0.20914
1035.0,0.20782
1040.0,0.20676
1045.0,0.20617
1050.0,0.20593
1055.0,0.20503
1060.0,0.20508
1065.0,0.2044
1070.0,0.20425
1075.0,0.20473
1080.0,0.20542
1085.0,0.20565
1090.0,0.20726
1095.0,0.20795
1100.0,0.20964
