Composition,
Date Added,2004-05-20
Formula,
Grain Size Description,<45.0um
Grain Size,(0.0 - 45.0)
Locality,Synthetic 
Minimum Wavelength,300
Sample Name,Fo 80
Maximum Wavelength,2600
Database of Origin,RELAB
Other Information,Olivine
References,"Dyar, M. D. et al. (2009) American Mineralogist, 94, 883-898."
Resolution,5.0
Material class,Synthetic
Sample Description,"See Dyar, M. D. et al. (2009) American Mineralogist, 94, 883-898."
Sample ID,C2DD38
Original Sample ID,DD-MDD-038
Viewing Geometry,30.0° / 0.0°
Wavelength,Response
300.0,0.1227
305.0,0.13424
310.0,0.14219
315.0,0.15604
320.0,0.17231
325.0,0.19405
330.0,0.21747
335.0,0.24767
340.0,0.27999
345.0,0.31392
350.0,0.34822
355.0,0.38333
360.0,0.41659
365.0,0.44713
370.0,0.47362
375.0,0.49585
380.0,0.5139
385.0,0.5282
390.0,0.5407
395.0,0.54872
400.0,0.54961
405.0,0.56744
410.0,0.57994
415.0,0.58566
420.0,0.58972
425.0,0.59222
430.0,0.59423
435.0,0.59622
440.0,0.59946
445.0,0.59593
450.0,0.59083
455.0,0.59138
460.0,0.59852
465.0,0.60446
470.0,0.60649
475.0,0.61655
480.0,0.62389
485.0,0.62439
490.0,0.62454
495.0,0.62566
500.0,0.63592
505.0,0.64326
510.0,0.649
515.0,0.65259
520.0,0.65512
525.0,0.65791
530.0,0.66081
535.0,0.66538
540.0,0.66995
545.0,0.67354
550.0,0.67754
555.0,0.67883
560.0,0.68027
565.0,0.68171
570.0,0.6823
575.0,0.68282
580.0,0.68226
585.0,0.68214
590.0,0.68247
595.0,0.68255
600.0,0.68239
605.0,0.68101
610.0,0.68116
615.0,0.68083
620.0,0.68057
625.0,0.6795
630.0,0.68016
635.0,0.68029
640.0,0.68212
645.0,0.68378
650.0,0.68564
655.0,0.68757
660.0,0.68875
665.0,0.68825
670.0,0.68813
675.0,0.68852
680.0,0.68606
685.0,0.68406
690.0,0.68187
695.0,0.67889
700.0,0.67578
705.0,0.6719
710.0,0.66802
715.0,0.66412
720.0,0.65972
725.0,0.65504
730.0,0.64966
735.0,0.64424
740.0,0.63878
745.0,0.63298
750.0,0.62655
755.0,0.62031
760.0,0.61446
765.0,0.60872
770.0,0.60196
775.0,0.5945
780.0,0.5879
785.0,0.58144
790.0,0.57483
795.0,0.56815
800.0,0.56195
805.0,0.5549
810.0,0.5489
815.0,0.54339
820.0,0.53766
825.0,0.53158
830.0,0.5263
835.0,0.52257
840.0,0.51779
845.0,0.51384
850.0,0.50958
855.0,0.50619
860.0,0.50258
865.0,0.50057
870.0,0.49672
875.0,0.4939
880.0,0.49103
885.0,0.48855
890.0,0.48609
895.0,0.48401
900.0,0.48141
905.0,0.47798
910.0,0.47622
915.0,0.47334
920.0,0.47077
925.0,0.46697
930.0,0.46395
935.0,0.46016
940.0,0.4574
945.0,0.45314
950.0,0.44914
955.0,0.44521
960.0,0.44143
965.0,0.43726
970.0,0.43311
975.0,0.42904
980.0,0.42467
985.0,0.42055
990.0,0.4164
995.0,0.41167
1000.0,0.40803
1005.0,0.40295
1010.0,0.40059
1015.0,0.39669
1020.0,0.39451
1025.0,0.39197
1030.0,0.38991
1035.0,0.38817
1040.0,0.38668
1045.0,0.38547
1050.0,0.3849
1055.0,0.38535
1060.0,0.38528
1065.0,0.38586
1070.0,0.38744
1075.0,0.38946
1080.0,0.39074
1085.0,0.39404
1090.0,0.39638
1095.0,0.39964
1100.0,0.40259
